Date,AMZN,GOOG
2012-11-02,0.0012054366052753243,0.0004798639191976686
2012-11-05,0.008184314187803153,-0.007236243471143907
2012-11-06,0.013689826766334519,-0.0018172498597596408
2012-11-07,-0.02342426447183305,-0.021649154288920728
2012-11-08,-0.020505241281457195,-0.022480655464613288
2012-11-09,-0.00458497711259021,0.016330983609130774
2012-11-12,0.0007067612050047764,0.004319318229167768
2012-11-13,0.0005738843193277489,-0.010340169249706327
2012-11-14,-0.016238858143698645,-0.009911609971619962
2012-11-15,-0.01059638289820699,-0.008139723744978808
2012-11-16,0.020770948856765337,-0.00012362210121447928
2012-11-19,0.019695589676758177,0.0319780461268478
2012-11-20,0.01756282393731452,0.0026304253236719955
2012-11-21,0.0180162140615627,-0.0061384282295604865
2012-11-23,0.007742107635940635,0.0031488135438985827
2012-11-26,0.015470795573533322,-0.010262554425906761
2012-11-27,-0.0009034587517161975,0.014356097151687985
2012-11-28,0.0151274286138703,0.019138517700265437
2012-11-29,0.01669449110750487,0.01195167697229795
2012-11-30,0.0030994174376565175,0.00932198895971443
2012-12-03,-0.006847437893679736,-0.004477538389615895
2012-12-04,0.00859161098401984,-0.006088229180167266
2012-12-05,0.005805135012232541,-0.004656040445919471
2012-12-06,-0.0023259490294246714,0.0048007165131777295
2012-12-07,-0.0003947214832831426,-0.010063060254077709
2012-12-10,-0.021955216491859924,0.0017669359359664862
2012-12-11,0.011716212060317076,0.016581396874936857
2012-12-12,0.004259105142391684,0.0009753445122992715
2012-12-13,-0.0020277715638155206,0.007341501842636049
2012-12-14,-0.008232791878700114,-0.001053645880676229
2012-12-17,0.01856726886972986,0.02645758539617127
2012-12-18,0.025435950531098702,0.0004022085407326085
2012-12-19,-0.009298100267622593,-0.0013321648574611098
2012-12-20,0.013513496877186344,0.003119622447070897
2012-12-21,-0.0176694788511245,-0.009360393042888453
2012-12-24,0.0065949793335935295,-0.008602788049621519
2012-12-26,-0.03939391676830932,-0.0008883113103057665
2012-12-27,-0.0012879114858133389,-0.0036462460913439377
2012-12-28,-0.012685350939299378,-0.008931271470220796
2012-12-31,0.02294225241620497,0.010473368404920119
2013-01-02,0.025346716972019866,0.022186929720506246
2013-01-03,0.004536789837583067,0.0005805787761017673
2013-01-04,0.002588657063825523,0.019567660817914105
2013-01-07,0.03529487414642724,-0.004372828549403808
2013-01-08,-0.007778016126949028,-0.00197548647329277
2013-01-09,-0.00011262282473266058,0.006551519579162266
2013-01-10,-0.0037992475912059166,0.00454180340284982
2013-01-11,0.00975107527340694,-0.0020115163802667804
2013-01-14,0.017719251124071616,-0.02288173117306444
2013-01-15,-0.003048005893899739,0.0023202108996023085
2013-01-16,-0.010983233735823075,-0.013526920655982709
2013-01-17,0.005747103562571074,-0.0054258165533104825
2013-01-18,0.006044928515735328,-0.009619839125160996
2013-01-22,-0.007117703278649252,-0.0023306230776893792
2013-01-23,-0.007728134829125277,0.053503253699589644
2013-01-24,0.019758038208021227,0.01699568024708088
2013-01-25,0.03778366425294789,-0.0007162925072675355
2013-01-28,-0.028393178178678067,-0.0039085330869829855
2013-01-29,-0.058518910655366844,0.003921864144282299
2013-01-30,0.046565420403037405,0.00019896929420010442
2013-01-31,-0.02697748277345333,0.002464324966410154
2013-02-01,-0.001885014695771335,0.026005739678071356
2013-02-04,-0.01912507874799125,-0.021608849928051902
2013-02-05,0.026231896139820285,0.008814612298427851
2013-02-06,-0.01765279265153233,0.00576857634534207
2013-02-07,-0.007617953150207114,0.0048959822672957525
2013-02-08,0.006587794878531296,0.014647704928251655
2013-02-11,-0.01826085381994037,-0.003763317210251885
2013-02-12,0.005776297743130017,-0.002200708304903487
2013-02-13,0.04078793505063418,0.0027629049413648047
2013-02-14,-0.000853932557233147,0.006315820978973781
2013-02-15,-0.015533761717006107,0.006414807536840968
2013-02-19,0.017426226983816344,0.017453314321058216
2013-02-20,-0.012459114892847388,-0.017995795858476094
2013-02-21,-0.001765760636547098,0.0038665240635460014
2013-02-22,-0.001957201009232976,0.005240650468848471
2013-02-25,-0.02113204041521401,-0.011242007999511217
2013-02-26,-0.001964485676207952,-0.000809696153204132
2013-02-27,0.014887149505890332,0.012139186300131687
2013-02-28,0.0038671152033662006,0.001773959754609374
2013-03-01,0.0055470841969141975,0.006208853341663767
2013-03-04,0.027356240383198734,0.01881246461347661
2013-03-05,0.0090396499251431,0.020601883519839645
2013-03-06,-0.006552820335070533,-0.008646882847915368
2013-03-07,0.0003286516935166371,0.0014663760106076809
2013-03-08,0.0011312335559670577,-0.0012979361194877
2013-03-11,-0.010817303825111438,0.003960759408740953
2013-03-12,0.010598462425812444,-0.008674139466951121
2013-03-13,0.0035322258792413576,-0.002782919947635452
2013-03-14,-0.03461633970269767,-0.004578443815847534
2013-03-15,-0.014861077688160392,-0.008851763948935314
2013-03-18,-0.015124078508442532,-0.008026759032921032
2013-03-19,-0.005755454089485313,0.004360461355835785
2013-03-20,0.003387241117676067,0.00416964416707377
2013-03-21,-0.015235179845486467,-0.004243648102455631
2013-03-22,0.017060321496602644,-0.0011716529367219843
2013-03-25,-0.006734599381098396,-0.0008272399209085489
2013-03-26,0.01661769557869541,0.003427786163667533
2013-03-27,0.018987996036846973,-0.012086258172672726
2013-03-28,0.00447546767283394,-0.01060846411622332
2013-04-01,-0.018481893645633195,0.008775415940053741
2013-04-02,0.0065152612558587245,0.014682156260298212
2013-04-03,-0.016426170019588543,-0.00844845240394086
2013-04-04,0.00019296209120521585,-0.013901692201653031
2013-04-05,-0.013992730516070882,-0.01523358876167448
2013-04-08,0.013490928040276018,-0.010527079869357716
2013-04-09,0.008421678063689202,0.0036070189761831803
2013-04-10,0.013804765025411047,0.01598422365364501
2013-04-11,0.01900478858333598,0.00026574306894901163
2013-04-12,0.011129201716966448,-0.0004302786946559175
2013-04-15,-0.019053810607729368,-0.010330990308802343
2013-04-16,0.0171096094575326,0.01452447010535237
